2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"150497 NOVA IPIXUNA";1
"150500 NOVA TIMBOTEUA";2
"150503 NOVO PROGRESSO";9
"150506 NOVO REPARTIMENTO";10
"150510 OBIDOS";1
"150520 OEIRAS DO PARA";4
"150530 ORIXIMINA";8
"150540 OUREM";10
"150543 OURILANDIA DO NORTE";10
"150548 PACAJA";4
"150550 PARAGOMINAS";34
"150553 PARAUAPEBAS";21
"150555 PAU D'ARCO";2
"150560 PEIXE-BOI";3
"150563 PICARRA";1
"150570 PONTA DE PEDRAS";7
"150580 PORTEL";6
"150590 PORTO DE MOZ";5
"150600 PRAINHA";1
"150610 PRIMAVERA";2
"150611 QUATIPURU";4
"150613 REDENCAO";21
"150618 RONDON DO PARA";2
"150620 SALINOPOLIS";12
"150630 SALVATERRA";6
"150635 SANTA BARBARA DO PARA";8
"150640 SANTA CRUZ DO ARARI";2
"150650 SANTA IZABEL DO PARA";19
"150655 SANTA LUZIA DO PARA";7
"150658 SANTA MARIA DAS BARREIRAS";2
"150660 SANTA MARIA DO PARA";5
"150670 SANTANA DO ARAGUAIA";3
"150680 SANTAREM";35
"150690 SANTAREM NOVO";1
"150700 SANTO ANTONIO DO TAUA";8
"150710 SAO CAETANO DE ODIVELAS";3
"150715 SAO DOMINGOS DO ARAGUAIA";1
"150720 SAO DOMINGOS DO CAPIM";5
"150730 SAO FELIX DO XINGU";10
"150740 SAO FRANCISCO DO PARA";7
"150745 SAO GERALDO DO ARAGUAIA";3
"150746 SAO JOAO DA PONTA";2
"150747 SAO JOAO DE PIRABAS";1
"150750 SAO JOAO DO ARAGUAIA";2
"150760 SAO MIGUEL DO GUAMA";14
"150770 SAO SEBASTIAO DA BOA VISTA";4
"150775 SAPUCAIA";1
"150780 SENADOR JOSE PORFIRIO";2
"150790 SOURE";3
"150795 TAILANDIA";23
"150796 TERRA ALTA";5
"150797 TERRA SANTA";2
"150800 TOME-ACU";26
"150803 TRACUATEUA";8
"150805 TRAIRAO";1
"150808 TUCUMA";3
"150810 TUCURUI";12
"150812 ULIANOPOLIS";4
"150815 URUARA";11
"150820 VIGIA";11
"150830 VISEU";7
"150835 VITORIA DO XINGU";8
"150840 XINGUARA";13
"160010 AMAPA";1
"160025 ITAUBAL";1
"160027 LARANJAL DO JARI";2
"160030 MACAPA";46
"160053 PORTO GRANDE";1
"160055 PRACUUBA";1
"160060 SANTANA";4
"160070 TARTARUGALZINHO";1
"160080 VITORIA DO JARI";1
"170030 AGUIARNOPOLIS";1
"170070 ALVORADA";1
"170100 ANANAS";2
"170200 ARAGUACU";1
"170210 ARAGUAINA";66
"170240 ARRAIAS";1
"170255 AUGUSTINOPOLIS";4
"170300 BABACULANDIA";1
"170305 BANDEIRANTES DO TOCANTINS";1
"170307 BARRA DO OURO";1
"170310 BARROLANDIA";1
"170360 BRASILANDIA DO TOCANTINS";2
"170370 BREJINHO DE NAZARE";1
"170384 CAMPOS LINDOS";1
"170386 CARIRI DO TOCANTINS";3
"170388 CARMOLANDIA";1
"170390 CASEARA";1
"170410 CENTENARIO";1
"170460 CHAPADA DE AREIA";1
"170550 COLINAS DO TOCANTINS";10
"170555 COMBINADO";1
"170600 COUTO MAGALHAES";1
"170700 DIANOPOLIS";3
"170710 DIVINOPOLIS DO TOCANTINS";1
"170720 DOIS IRMAOS DO TOCANTINS";2
"170740 ESPERANTINA";1
"170830 GOIANORTE";1
"170900 GOIATINS";4
"170930 GUARAI";3
"170950 GURUPI";20
"171050 ITACAJA";5
"171110 ITAPORA DO TOCANTINS";1
"171180 JUARINA";3
"171380 PALMEIRAS DO TOCANTINS";1
"171420 NATIVIDADE";2
"171488 NOVA OLINDA";4
"171500 NOVA ROSALANDIA";1
"171510 NOVO ACORDO";2
"171570 PALMEIRANTE";1
"171610 PARAISO DO TOCANTINS";7
"171620 PARANA";1
"171650 PEDRO AFONSO";1
"171660 PEIXE";1
"171670 COLMEIA";1
"171780 PONTE ALTA DO BOM JESUS";1
"171790 PONTE ALTA DO TOCANTINS";1
"171820 PORTO NACIONAL";5
"171840 PRESIDENTE KENNEDY";2
"171845 PUGMIL";2
"171855 RIACHINHO";2
"171870 RIO DOS BOIS";2
"171886 SANTA FE DO ARAGUAIA";1
"172000 SANTA TEREZINHA DO TOCANTINS";1
"172015 SAO FELIX DO TOCANTINS";1
"172020 SAO MIGUEL DO TOCANTINS";1
"172065 SILVANOPOLIS";1
"172090 TAGUATINGA";1
"172100 PALMAS";72
"172120 TOCANTINOPOLIS";3
"172208 WANDERLANDIA";3
"210005 ACAILANDIA";5
"210015 AGUA DOCE DO MARANHAO";1
"210020 ALCANTARA";4
"210030 ALDEIAS ALTAS";1
"210040 ALTAMIRA DO MARANHAO";1
"210043 ALTO ALEGRE DO MARANHAO";1
"210047 ALTO ALEGRE DO PINDARE";2
"210050 ALTO PARNAIBA";1
"210055 AMAPA DO MARANHAO";1
"210060 AMARANTE DO MARANHAO";1
"210070 ANAJATUBA";3
"210080 ANAPURUS";2
"210083 APICUM-ACU";2
"210087 ARAGUANA";2
"210090 ARAIOSES";2
"210100 ARARI";4
"210110 AXIXA";1
"210120 BACABAL";11
"210130 BACURI";1
"210140 BALSAS";13
"210150 BARAO DE GRAJAU";2
"210160 BARRA DO CORDA";9
"210170 BARREIRINHAS";8
"210190 BEQUIMAO";1
"210193 BERNARDO DO MEARIM";1
"210200 BOM JARDIM";5
"210203 BOM JESUS DAS SELVAS";1
"210210 BREJO";1
"210220 BURITI";3
"210230 BURITI BRAVO";1
"210232 BURITICUPU";7
"210235 BURITIRANA";2
"210237 CACHOEIRA GRANDE";1
"210240 CAJAPIO";1
"210250 CAJARI";1
"210260 CANDIDO MENDES";1
"210270 CANTANHEDE";3
"210275 CAPINZAL DO NORTE";1
"210280 CAROLINA";2
"210300 CAXIAS";27
"210315 CENTRO DO GUILHERME";2
"210317 CENTRO NOVO DO MARANHAO";2
"210320 CHAPADINHA";7
"210325 CIDELANDIA";1
"210330 CODO";27
"210340 COELHO NETO";5
"210350 COLINAS";3
"210355 CONCEICAO DO LAGO-ACU";1
"210360 COROATA";6
"210370 CURURUPU";1
"210375 DAVINOPOLIS";2
"210380 DOM PEDRO";2
"210390 DUQUE BACELAR";1
"210400 ESPERANTINOPOLIS";4
"210405 ESTREITO";1
"210407 FEIRA NOVA DO MARANHAO";1
"210409 FORMOSA DA SERRA NEGRA";2
"210410 FORTALEZA DOS NOGUEIRAS";1
"210420 FORTUNA";1
"210455 GOVERNADOR EDISON LOBAO";1
"210467 GOVERNADOR NUNES FREIRE";2
"210480 GRAJAU";4
"210500 HUMBERTO DE CAMPOS";4
"210515 IGARAPE DO MEIO";1
"210520 IGARAPE GRANDE";2
"210530 IMPERATRIZ";19
"210535 ITAIPAVA DO GRAJAU";1
"210540 ITAPECURU MIRIM";3
"210542 ITINGA DO MARANHAO";1
"210545 JATOBA";2
"210547 JENIPAPO DOS VIEIRAS";2
"210550 JOAO LISBOA";1
"210570 LAGO DA PEDRA";3
"210590 LAGO VERDE";1
"210592 LAGOA DO MATO";1
"210600 LIMA CAMPOS";2
"210610 LORETO";1
"210632 MARACACUME";3
"210637 MARANHAOZINHO";2
"210640 MATA ROMA";4
"210650 MATINHA";1
"210660 MATOES";4
"210663 MATOES DO NORTE";3
"210670 MIRADOR";1
"210675 MIRANDA DO NORTE";2
"210680 MIRINZAL";2
"210690 MONCAO";5
"210710 MORROS";1
"210720 NINA RODRIGUES";1
"210725 NOVA COLINAS";1
"210750 PACO DO LUMIAR";18
"210760 PALMEIRANDIA";2
"210770 PARAIBANO";2
"210780 PARNARAMA";5
"210790 PASSAGEM FRANCA";1
"210800 PASTOS BONS";4
"210805 PAULINO NEVES";2
"210810 PAULO RAMOS";3
"210820 PEDREIRAS";3
"210825 PEDRO DO ROSARIO";1
"210840 PERI MIRIM";1
"210845 PERITORO";1
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";11
"210870 PIO XII";1
"210880 PIRAPEMAS";1
"210890 POCAO DE PEDRAS";2
"210900 PORTO FRANCO";1
"210905 PORTO RICO DO MARANHAO";1
"210910 PRESIDENTE DUTRA";3
"210920 PRESIDENTE JUSCELINO";2
"210927 PRESIDENTE SARNEY";1
"210930 PRESIDENTE VARGAS";1
"210940 PRIMEIRA CRUZ";2
"210945 RAPOSA";5
"210950 RIACHAO";1
"210960 ROSARIO";3
"210975 SANTA FILOMENA DO MARANHAO";1
"210990 SANTA INES";6
"211000 SANTA LUZIA";5
"211003 SANTA LUZIA DO PARUA";1
"211010 SANTA QUITERIA DO MARANHAO";3
"211020 SANTA RITA";1
"211040 SAO BENEDITO DO RIO PRETO";2
"211050 SAO BENTO";1
"211070 SAO DOMINGOS DO MARANHAO";4
"211080 SAO FELIX DE BALSAS";1
"211085 SAO FRANCISCO DO BREJAO";1
"211090 SAO FRANCISCO DO MARANHAO";1
"211110 SAO JOAO DOS PATOS";3
"211120 SAO JOSE DE RIBAMAR";33
"211125 SAO JOSE DOS BASILIOS";2
"211130 SAO LUIS";271
"211150 SAO MATEUS DO MARANHAO";5
"211153 SAO PEDRO DA AGUA BRANCA";1
"211157 SAO PEDRO DOS CRENTES";1
"211160 SAO RAIMUNDO DAS MANGABEIRAS";2
"211170 SAO VICENTE FERRER";2
"211172 SATUBINHA";1
"211176 SENADOR LA ROCQUE";2
"211180 SITIO NOVO";4
"211210 TIMBIRAS";2
"211220 TIMON";50
"211223 TRIZIDELA DO VALE";2
"211230 TUNTUM";5
"211240 TURIACU";3
"211245 TURILANDIA";1
"211250 TUTOIA";1
"211260 URBANO SANTOS";2
"211270 VARGEM GRANDE";2
"211280 VIANA";7
"211290 VITORIA DO MEARIM";3
"211400 ZE DOCA";7
"220005 ACAUA";1
"220020 AGUA BRANCA";7
"220025 ALAGOINHA DO PIAUI";2
"220030 ALTO LONGA";3
"220040 ALTOS";19
"220045 ALVORADA DO GURGUEIA";1
"220050 AMARANTE";2
"220060 ANGICAL DO PIAUI";1
"220090 AROAZES";1
"220105 ASSUNCAO DO PIAUI";2
"220110 AVELINO LOPES";2
"220115 BAIXA GRANDE DO RIBEIRO";3
"220117 BARRA D'ALCANTARA";1
"220120 BARRAS";10
"220140 BARRO DURO";2
"220150 BATALHA";7
"220157 BELEM DO PIAUI";1
"220160 BENEDITINOS";4
"220170 BERTOLINIA";2
"220177 BOA HORA";3
"220190 BOM JESUS";8
"220194 BOQUEIRAO DO PIAUI";2
"220200 BURITI DOS LOPES";1
"220202 BURITI DOS MONTES";1
"220205 CABECEIRAS DO PIAUI";6
"220210 CAMPINAS DO PIAUI";2
"220213 CAMPO GRANDE DO PIAUI";2
"220217 CAMPO LARGO DO PIAUI";1
"220220 CAMPO MAIOR";10
"220230 CANTO DO BURITI";3
"220240 CAPITAO DE CAMPOS";2
"220253 CARAUBAS DO PIAUI";2
"220260 CASTELO DO PIAUI";11
"220271 COCAL DE TELHA";3
"220272 COCAL DOS ALVES";1
"220277 COLONIA DO PIAUI";4
"220290 CORRENTE";4
"220310 CRISTINO CASTRO";5
"220320 CURIMATA";1
"220325 CURRALINHOS";1
"220330 DEMERVAL LOBAO";2
"220350 ELESBAO VELOSO";1
"220370 ESPERANTINA";7
"220375 FARTURA DO PIAUI";1
"220390 FLORIANO";4
"220420 FRANCISCO SANTOS";1
"220450 GUADALUPE";2
"220455 GUARIBAS";1
"220480 IPIRANGA DO PIAUI";1
"220500 ITAINOPOLIS";5
"220510 ITAUEIRA";2
"220520 JAICOS";2
"220525 JARDIM DO MULATO";2
"220527 JATOBA DO PIAUI";3
"220540 JOAQUIM PIRES";2
"220545 JOCA MARQUES";2
"220550 JOSE DE FREITAS";16
"220551 JUAZEIRO DO PIAUI";2
"220553 JUREMA";2
"220554 LAGOINHA DO PIAUI";1
"220555 LAGOA ALEGRE";1
"220558 LAGOA DO PIAUI";2
"220559 LAGOA DO SITIO";1
"220560 LANDRI SALES";1
"220570 LUIS CORREIA";2
"220585 MADEIRO";3
"220590 MANOEL EMIDIO";2
"220595 MARCOLANDIA";1
"220600 MARCOS PARENTE";1
"220605 MASSAPE DO PIAUI";1
"220610 MATIAS OLIMPIO";1
"220620 MIGUEL ALVES";9
"220630 MIGUEL LEAO";1
"220635 MILTON BRANDAO";1
"220640 MONSENHOR GIL";4
"220650 MONSENHOR HIPOLITO";1
"220660 MONTE ALEGRE DO PIAUI";2
"220667 MORRO DO CHAPEU DO PIAUI";1
"220669 MURICI DOS PORTELAS";1
"220670 NAZARE DO PIAUI";4
"220672 NAZARIA";9
"220680 NOSSA SENHORA DOS REMEDIOS";2
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";6
"220710 OLHO D'AGUA DO PIAUI";2
"220730 PAES LANDIM";1
"220740 PALMEIRA DO PIAUI";2
"220750 PALMEIRAIS";6
"220770 PARNAIBA";10
"220775 PASSAGEM FRANCA DO PIAUI";1
"220777 PATOS DO PIAUI";1
"220790 PEDRO II";9
"220793 PEDRO LAURENTINO";1
"220800 PICOS";9
"220820 PIO IX";3
"220830 PIRACURUCA";5
"220840 PIRIPIRI";15
"220850 PORTO";4
"220860 PRATA DO PIAUI";2
"220880 REGENERACAO";4
"220910 SANTA CRUZ DO PIAUI";1
"220915 SANTA CRUZ DOS MILAGRES";2
"220920 SANTA FILOMENA";1
"220930 SANTA LUZ";1
"220940 SANTO ANTONIO DE LISBOA";1
"220945 SANTO ANTONIO DOS MILAGRES";2
"220950 SANTO INACIO DO PIAUI";2
"220955 SAO BRAZ DO PIAUI";1
"220987 SAO JOAO DA FRONTEIRA";1
"220990 SAO JOAO DA SERRA";1
"220995 SAO JOAO DA VARJOTA";1
"220997 SAO JOAO DO ARRAIAL";3
"221000 SAO JOAO DO PIAUI";2
"221005 SAO JOSE DO DIVINO";1
"221030 SAO JULIAO";2
"221040 SAO MIGUEL DO TAPUIO";2
"221050 SAO PEDRO DO PIAUI";9
"221060 SAO RAIMUNDO NONATO";4
"221063 SEBASTIAO LEAL";1
"221065 SIGEFREDO PACHECO";3
"221070 SIMOES";2
"221080 SIMPLICIO MENDES";2
"221093 SUSSUAPARA";2
"221100 TERESINA";372
"221110 UNIAO";13
"221120 URUCUI";4
"221130 VALENCA DO PIAUI";2
"221135 VARZEA BRANCA";1
"221150 VERA MENDES";1
"221170 WALL FERRAZ";2
"230010 ABAIARA";1
"230015 ACARAPE";14
"230020 ACARAU";5
"230030 ACOPIARA";1
"230050 ALCANTARAS";1
"230070 ALTO SANTO";3
"230075 AMONTADA";5
"230090 APUIARES";3
"230100 AQUIRAZ";33
"230110 ARACATI";20
"230120 ARACOIABA";7
"230125 ARARENDA";1
"230130 ARARIPE";2
"230140 ARATUBA";4
"230150 ARNEIROZ";1
"230170 AURORA";2
"230185 BANABUIU";8
"230190 BARBALHA";12
"230195 BARREIRA";7
"230200 BARRO";1
"230210 BATURITE";13
"230220 BEBERIBE";12
"230230 BELA CRUZ";4
"230240 BOA VIAGEM";12
"230250 BREJO SANTO";3
"230260 CAMOCIM";5
"230270 CAMPOS SALES";2
"230280 CANINDE";18
"230290 CAPISTRANO";1
"230300 CARIDADE";3
"230320 CARIRIACU";4
"230330 CARIUS";2
"230340 CARNAUBAL";4
"230350 CASCAVEL";23
"230360 CATARINA";1
"230365 CATUNDA";2
"230370 CAUCAIA";113
"230380 CEDRO";2
"230393 CHORO";4
"230395 CHOROZINHO";4
"230400 COREAU";3
"230410 CRATEUS";5
"230420 CRATO";8
"230423 CROATA";2
"230425 CRUZ";6
"230428 EUSEBIO";16
"230430 FARIAS BRITO";3
"230435 FORQUILHA";2
"230440 FORTALEZA";1093
"230445 FORTIM";2
"230450 FRECHEIRINHA";2
"230460 GENERAL SAMPAIO";2
"230465 GRACA";2
"230470 GRANJA";2
"230490 GROAIRAS";1
"230495 GUAIUBA";6
"230500 GUARACIABA DO NORTE";5
"230510 GUARAMIRANGA";1
"230520 HIDROLANDIA";1
"230523 HORIZONTE";22
"230526 IBARETAMA";1
"230530 IBIAPINA";2
"230535 ICAPUI";1
"230540 ICO";8
"230550 IGUATU";13
"230560 INDEPENDENCIA";2
"230565 IPAPORANGA";2
"230580 IPU";3
"230590 IPUEIRAS";6
"230600 IRACEMA";4
"230610 IRAUCUBA";5
"230620 ITAICABA";2
"230625 ITAITINGA";28
"230630 ITAPAGE";7
"230640 ITAPIPOCA";25
"230650 ITAPIUNA";5
"230655 ITAREMA";5
"230660 ITATIRA";4
"230670 JAGUARETAMA";1
"230690 JAGUARIBE";10
"230700 JAGUARUANA";5
"230710 JARDIM";1
"230725 JIJOCA DE JERICOACOARA";5
"230730 JUAZEIRO DO NORTE";15
"230740 JUCAS";1
"230750 LAVRAS DA MANGABEIRA";1
"230760 LIMOEIRO DO NORTE";11
"230763 MADALENA";8
"230765 MARACANAU";59
"230770 MARANGUAPE";31
"230780 MARCO";2
"230790 MARTINOPOLE";1
"230800 MASSAPE";5
"230810 MAURITI";3
"230830 MILAGRES";3
"230835 MILHA";1
"230837 MIRAIMA";4
"230840 MISSAO VELHA";2
"230850 MOMBACA";4
"230860 MONSENHOR TABOSA";3
"230870 MORADA NOVA";15
"230880 MORAUJO";1
"230890 MORRINHOS";2
"230900 MUCAMBO";1
"230910 MULUNGU";4
"230920 NOVA OLINDA";1
"230930 NOVA RUSSAS";2
"230940 NOVO ORIENTE";3
"230945 OCARA";10
"230950 OROS";2
"230960 PACAJUS";17
"230970 PACATUBA";18
"230980 PACOTI";12
"230990 PACUJA";1
"231000 PALHANO";3
"231010 PALMACIA";3
"231020 PARACURU";10
"231025 PARAIPABA";7
"231030 PARAMBU";9
"231040 PARAMOTI";1
"231050 PEDRA BRANCA";3
"231070 PENTECOSTE";8
"231080 PEREIRO";1
"231085 PINDORETAMA";7
"231090 PIQUET CARNEIRO";1
"231100 PORANGA";3
"231110 PORTEIRAS";1
"231126 QUITERIANOPOLIS";1
"231130 QUIXADA";24
"231135 QUIXELO";1
"231140 QUIXERAMOBIM";15
"231150 QUIXERE";3
"231160 REDENCAO";16
"231170 RERIUTABA";2
"231180 RUSSAS";22
"231200 SANTANA DO ACARAU";4
"231220 SANTA QUITERIA";6
"231230 SAO BENEDITO";6
"231240 SAO GONCALO DO AMARANTE";20
"231250 SAO JOAO DO JAGUARIBE";3
"231260 SAO LUIS DO CURU";4
"231270 SENADOR POMPEU";6
"231280 SENADOR SA";4
"231290 SOBRAL";47
"231300 SOLONOPOLE";1
"231310 TABULEIRO DO NORTE";5
"231320 TAMBORIL";2
"231330 TAUA";8
"231335 TEJUCUOCA";3
"231340 TIANGUA";19
"231350 TRAIRI";21
"231355 TURURU";2
"231360 UBAJARA";4
"231370 UMARI";1
"231375 UMIRIM";5
"231380 URUBURETAMA";3
"231395 VARJOTA";1
"231400 VARZEA ALEGRE";3
"231410 VICOSA DO CEARA";6
"240010 ACARI";2
"240020 ACU";14
"240050 ALEXANDRIA";1
"240060 ALMINO AFONSO";1
"240070 ALTO DO RODRIGUES";3
"240100 APODI";1
"240110 AREIA BRANCA";2
"240120 ARES";1
"240140 BAIA FORMOSA";2
"240145 BARAUNA";3
"240150 BARCELONA";4
"240160 BENTO FERNANDES";2
"240170 BOM JESUS";1
"240180 BREJINHO";4
"240185 CAICARA DO NORTE";2
"240190 CAICARA DO RIO DO VENTO";1
"240200 CAICO";6
"240210 CAMPO REDONDO";1
"240220 CANGUARETAMA";6
"240230 CARAUBAS";2
"240240 CARNAUBA DOS DANTAS";1
"240250 CARNAUBAIS";2
"240260 CEARA-MIRIM";22
"240270 CERRO CORA";1
"240310 CURRAIS NOVOS";8
"240320 DOUTOR SEVERIANO";1
"240325 PARNAMIRIM";57
"240350 ESPIRITO SANTO";2
"240360 EXTREMOZ";11
"240380 FLORANIA";6
"240420 GOIANINHA";2
"240440 GROSSOS";1
"240450 GUAMARE";2
"240460 IELMO MARINHO";2
"240470 IPANGUACU";2
"240490 ITAU";2
"240500 JACANA";2
"240530 JANUARIO CICCO";2
"240580 JOAO CAMARA";9
"240610 JUCURUTU";3
"240620 LAGOA D'ANTA";1
"240630 LAGOA DE PEDRAS";1
"240660 LAGOA SALGADA";1
"240670 LAJES";2
"240680 LAJES PINTADAS";2
"240690 LUCRECIA";1
"240710 MACAIBA";26
"240720 MACAU";9
"240730 MARCELINO VIEIRA";1
"240750 MAXARANGUAPE";2
"240760 MESSIAS TARGINO";1
"240770 MONTANHAS";3
"240780 MONTE ALEGRE";2
"240790 MONTE DAS GAMELEIRAS";1
"240800 MOSSORO";31
"240810 NATAL";314
"240820 NISIA FLORESTA";8
"240830 NOVA CRUZ";4
"240880 PARAZINHO";2
"240890 PARELHAS";2
"240895 RIO DO FOGO";5
"240910 PASSA E FICA";3
"240930 PATU";3
"240933 SANTA MARIA";1
"240960 PEDRA PRETA";1
"240970 PEDRO AVELINO";2
"240980 PEDRO VELHO";2
"240990 PENDENCIAS";1
"241010 POCO BRANCO";3
"241025 PORTO DO MANGUE";2
"241030 SERRA CAIADA";3
"241040 PUREZA";3
"241070 RIACHO DA CRUZ";1
"241090 RIACHUELO";2
"241120 SANTA CRUZ";5
"241140 SANTANA DO MATOS";2
"241150 SANTO ANTONIO";3
"241170 SAO BENTO DO TRAIRI";1
"241190 SAO FRANCISCO DO OESTE";1
"241200 SAO GONCALO DO AMARANTE";30
