2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
"150720 SAO DOMINGOS DO CAPIM";29
"150730 SAO FELIX DO XINGU";47
"150740 SAO FRANCISCO DO PARA";5
"150745 SAO GERALDO DO ARAGUAIA";50
"150746 SAO JOAO DA PONTA";9
"150747 SAO JOAO DE PIRABAS";13
"150750 SAO JOAO DO ARAGUAIA";30
"150760 SAO MIGUEL DO GUAMA";42
"150770 SAO SEBASTIAO DA BOA VISTA";12
"150775 SAPUCAIA";15
"150780 SENADOR JOSE PORFIRIO";13
"150790 SOURE";10
"150795 TAILANDIA";83
"150796 TERRA ALTA";14
"150797 TERRA SANTA";15
"150800 TOME-ACU";23
"150803 TRACUATEUA";54
"150805 TRAIRAO";13
"150808 TUCUMA";11
"150810 TUCURUI";107
"150812 ULIANOPOLIS";10
"150815 URUARA";7
"150820 VIGIA";51
"150830 VISEU";44
"150835 VITORIA DO XINGU";28
"150840 XINGUARA";22
"160005 SERRA DO NAVIO";3
"160010 AMAPA";7
"160015 PEDRA BRANCA DO AMAPARI";8
"160020 CALCOENE";12
"160021 CUTIAS";3
"160023 FERREIRA GOMES";15
"160025 ITAUBAL";9
"160027 LARANJAL DO JARI";23
"160030 MACAPA";1008
"160040 MAZAGAO";17
"160050 OIAPOQUE";13
"160053 PORTO GRANDE";22
"160060 SANTANA";135
"160070 TARTARUGALZINHO";14
"160080 VITORIA DO JARI";3
"170025 ABREULANDIA";3
"170030 AGUIARNOPOLIS";5
"170035 ALIANCA DO TOCANTINS";1
"170040 ALMAS";4
"170070 ALVORADA";8
"170100 ANANAS";35
"170105 ANGICO";4
"170110 APARECIDA DO RIO NEGRO";9
"170130 ARAGOMINAS";6
"170190 ARAGUACEMA";6
"170200 ARAGUACU";13
"170210 ARAGUAINA";432
"170215 ARAGUANA";8
"170220 ARAGUATINS";102
"170230 ARAPOEMA";9
"170240 ARRAIAS";3
"170255 AUGUSTINOPOLIS";38
"170270 AURORA DO TOCANTINS";1
"170290 AXIXA DO TOCANTINS";23
"170300 BABACULANDIA";11
"170305 BANDEIRANTES DO TOCANTINS";3
"170307 BARRA DO OURO";18
"170310 BARROLANDIA";4
"170320 BERNARDO SAYAO";6
"170330 BOM JESUS DO TOCANTINS";17
"170360 BRASILANDIA DO TOCANTINS";3
"170370 BREJINHO DE NAZARE";13
"170380 BURITI DO TOCANTINS";19
"170382 CACHOEIRINHA";6
"170384 CAMPOS LINDOS";7
"170386 CARIRI DO TOCANTINS";1
"170388 CARMOLANDIA";7
"170389 CARRASCO BONITO";11
"170390 CASEARA";7
"170410 CENTENARIO";2
"170460 CHAPADA DE AREIA";1
"170510 CHAPADA DA NATIVIDADE";4
"170550 COLINAS DO TOCANTINS";38
"170560 CONCEICAO DO TOCANTINS";6
"170600 COUTO MAGALHAES";10
"170610 CRISTALANDIA";9
"170625 CRIXAS DO TOCANTINS";1
"170650 DARCINOPOLIS";28
"170700 DIANOPOLIS";12
"170710 DIVINOPOLIS DO TOCANTINS";8
"170720 DOIS IRMAOS DO TOCANTINS";4
"170730 DUERE";7
"170740 ESPERANTINA";34
"170755 FATIMA";3
"170765 FIGUEIROPOLIS";4
"170770 FILADELFIA";12
"170820 FORMOSO DO ARAGUAIA";24
"170825 FORTALEZA DO TABOCAO";7
"170830 GOIANORTE";8
"170900 GOIATINS";28
"170930 GUARAI";55
"170950 GURUPI";113
"170980 IPUEIRAS";2
"171050 ITACAJA";20
"171070 ITAGUATINS";11
"171090 ITAPIRATINS";7
"171110 ITAPORA DO TOCANTINS";3
"171150 JAU DO TOCANTINS";2
"171180 JUARINA";4
"171190 LAGOA DA CONFUSAO";20
"171195 LAGOA DO TOCANTINS";12
"171200 LAJEADO";4
"171240 LIZARDA";5
"171245 LUZINOPOLIS";4
"171250 MARIANOPOLIS DO TOCANTINS";4
"171280 MAURILANDIA DO TOCANTINS";8
"171320 MIRACEMA DO TOCANTINS";52
"171330 MIRANORTE";27
"171360 MONTE DO CARMO";8
"171380 PALMEIRAS DO TOCANTINS";7
"171395 MURICILANDIA";7
"171420 NATIVIDADE";14
"171430 NAZARE";5
"171488 NOVA OLINDA";29
"171500 NOVA ROSALANDIA";6
"171510 NOVO ACORDO";6
"171550 OLIVEIRA DE FATIMA";1
"171570 PALMEIRANTE";9
"171575 PALMEIROPOLIS";2
"171610 PARAISO DO TOCANTINS";60
"171620 PARANA";5
"171630 PAU D'ARCO";15
"171650 PEDRO AFONSO";15
"171660 PEIXE";8
"171665 PEQUIZEIRO";2
"171670 COLMEIA";9
"171700 PINDORAMA DO TOCANTINS";4
"171720 PIRAQUE";9
"171750 PIUM";7
"171780 PONTE ALTA DO BOM JESUS";1
"171790 PONTE ALTA DO TOCANTINS";21
"171800 PORTO ALEGRE DO TOCANTINS";1
"171820 PORTO NACIONAL";131
"171830 PRAIA NORTE";17
"171840 PRESIDENTE KENNEDY";1
"171845 PUGMIL";6
"171850 RECURSOLANDIA";4
"171855 RIACHINHO";10
"171870 RIO DOS BOIS";7
"171875 RIO SONO";7
"171880 SAMPAIO";19
"171884 SANDOLANDIA";2
"171886 SANTA FE DO ARAGUAIA";25
"171888 SANTA MARIA DO TOCANTINS";2
"171889 SANTA RITA DO TOCANTINS";2
"171890 SANTA ROSA DO TOCANTINS";7
"171900 SANTA TEREZA DO TOCANTINS";9
"172000 SANTA TEREZINHA DO TOCANTINS";2
"172010 SAO BENTO DO TOCANTINS";12
"172020 SAO MIGUEL DO TOCANTINS";21
"172030 SAO SEBASTIAO DO TOCANTINS";8
"172049 SAO VALERIO";2
"172065 SILVANOPOLIS";14
"172080 SITIO NOVO DO TOCANTINS";19
"172085 SUCUPIRA";3
"172090 TAGUATINGA";6
"172093 TAIPAS DO TOCANTINS";1
"172097 TALISMA";1
"172100 PALMAS";512
"172110 TOCANTINIA";10
"172120 TOCANTINOPOLIS";15
"172125 TUPIRAMA";4
"172130 TUPIRATINS";3
"172208 WANDERLANDIA";27
"172210 XAMBIOA";32
"210005 ACAILANDIA";76
"210010 AFONSO CUNHA";1
"210015 AGUA DOCE DO MARANHAO";10
"210020 ALCANTARA";13
"210030 ALDEIAS ALTAS";13
"210040 ALTAMIRA DO MARANHAO";2
"210043 ALTO ALEGRE DO MARANHAO";9
"210047 ALTO ALEGRE DO PINDARE";8
"210050 ALTO PARNAIBA";3
"210055 AMAPA DO MARANHAO";1
"210060 AMARANTE DO MARANHAO";17
"210070 ANAJATUBA";15
"210080 ANAPURUS";5
"210083 APICUM-ACU";5
"210087 ARAGUANA";1
"210090 ARAIOSES";35
"210095 ARAME";9
"210100 ARARI";14
"210110 AXIXA";10
"210120 BACABAL";52
"210125 BACABEIRA";13
"210130 BACURI";5
"210140 BALSAS";138
"210150 BARAO DE GRAJAU";18
"210160 BARRA DO CORDA";20
"210170 BARREIRINHAS";39
"210173 BELAGUA";2
"210177 BELA VISTA DO MARANHAO";2
"210180 BENEDITO LEITE";1
"210190 BEQUIMAO";7
"210197 BOA VISTA DO GURUPI";2
"210200 BOM JARDIM";13
"210203 BOM JESUS DAS SELVAS";44
"210207 BOM LUGAR";6
"210210 BREJO";4
"210220 BURITI";17
"210230 BURITI BRAVO";3
"210232 BURITICUPU";96
"210235 BURITIRANA";21
"210237 CACHOEIRA GRANDE";4
"210250 CAJARI";4
"210255 CAMPESTRE DO MARANHAO";10
"210260 CANDIDO MENDES";3
"210270 CANTANHEDE";4
"210280 CAROLINA";19
"210290 CARUTAPERA";4
"210300 CAXIAS";115
"210310 CEDRAL";3
"210312 CENTRAL DO MARANHAO";1
"210315 CENTRO DO GUILHERME";4
"210317 CENTRO NOVO DO MARANHAO";5
"210320 CHAPADINHA";77
"210325 CIDELANDIA";14
"210330 CODO";84
"210340 COELHO NETO";23
"210350 COLINAS";19
"210355 CONCEICAO DO LAGO-ACU";4
"210360 COROATA";25
"210370 CURURUPU";20
"210375 DAVINOPOLIS";42
"210380 DOM PEDRO";2
"210390 DUQUE BACELAR";13
"210400 ESPERANTINOPOLIS";1
"210405 ESTREITO";25
"210407 FEIRA NOVA DO MARANHAO";3
"210409 FORMOSA DA SERRA NEGRA";1
"210410 FORTALEZA DOS NOGUEIRAS";4
"210420 FORTUNA";3
"210430 GODOFREDO VIANA";2
"210440 GONCALVES DIAS";2
"210450 GOVERNADOR ARCHER";2
"210455 GOVERNADOR EDISON LOBAO";48
"210460 GOVERNADOR EUGENIO BARROS";4
"210465 GOVERNADOR NEWTON BELLO";2
"210467 GOVERNADOR NUNES FREIRE";13
"210480 GRAJAU";13
"210490 GUIMARAES";3
"210500 HUMBERTO DE CAMPOS";6
"210510 ICATU";10
"210515 IGARAPE DO MEIO";1
"210530 IMPERATRIZ";557
"210540 ITAPECURU MIRIM";21
"210542 ITINGA DO MARANHAO";19
"210545 JATOBA";3
"210547 JENIPAPO DOS VIEIRAS";1
"210550 JOAO LISBOA";72
"210560 JOSELANDIA";1
"210565 JUNCO DO MARANHAO";1
"210570 LAGO DA PEDRA";17
"210590 LAGO VERDE";3
"210592 LAGOA DO MATO";1
"210598 LAJEADO NOVO";3
"210610 LORETO";1
"210630 MAGALHAES DE ALMEIDA";17
"210632 MARACACUME";9
"210637 MARANHAOZINHO";3
"210640 MATA ROMA";6
"210650 MATINHA";7
"210660 MATOES";75
"210663 MATOES DO NORTE";4
"210670 MIRADOR";3
"210675 MIRANDA DO NORTE";9
"210690 MONCAO";10
"210700 MONTES ALTOS";18
"210710 MORROS";8
"210720 NINA RODRIGUES";5
"210725 NOVA COLINAS";1
"210735 NOVA OLINDA DO MARANHAO";1
"210740 OLHO D'AGUA DAS CUNHAS";4
"210745 OLINDA NOVA DO MARANHAO";7
"210750 PACO DO LUMIAR";170
"210760 PALMEIRANDIA";3
"210770 PARAIBANO";7
"210780 PARNARAMA";60
"210790 PASSAGEM FRANCA";7
"210800 PASTOS BONS";5
"210805 PAULINO NEVES";3
"210810 PAULO RAMOS";5
"210820 PEDREIRAS";4
"210825 PEDRO DO ROSARIO";10
"210830 PENALVA";19
"210840 PERI MIRIM";3
"210845 PERITORO";5
"210850 PINDARE-MIRIM";11
"210860 PINHEIRO";32
"210870 PIO XII";7
"210880 PIRAPEMAS";6
"210890 POCAO DE PEDRAS";4
"210900 PORTO FRANCO";15
"210905 PORTO RICO DO MARANHAO";1
"210910 PRESIDENTE DUTRA";38
"210920 PRESIDENTE JUSCELINO";7
"210923 PRESIDENTE MEDICI";1
"210927 PRESIDENTE SARNEY";4
"210930 PRESIDENTE VARGAS";2
"210940 PRIMEIRA CRUZ";2
"210945 RAPOSA";39
"210950 RIACHAO";10
"210955 RIBAMAR FIQUENE";15
"210960 ROSARIO";29
"210980 SANTA HELENA";8
"210990 SANTA INES";22
"211000 SANTA LUZIA";25
"211003 SANTA LUZIA DO PARUA";6
"211010 SANTA QUITERIA DO MARANHAO";5
"211020 SANTA RITA";18
"211023 SANTANA DO MARANHAO";3
"211027 SANTO AMARO DO MARANHAO";4
"211030 SANTO ANTONIO DOS LOPES";2
"211040 SAO BENEDITO DO RIO PRETO";6
"211050 SAO BENTO";5
"211060 SAO BERNARDO";26
"211065 SAO DOMINGOS DO AZEITAO";1
"211070 SAO DOMINGOS DO MARANHAO";6
"211080 SAO FELIX DE BALSAS";1
"211085 SAO FRANCISCO DO BREJAO";6
"211090 SAO FRANCISCO DO MARANHAO";7
"211102 SAO JOAO DO CARU";6
"211105 SAO JOAO DO PARAISO";8
"211107 SAO JOAO DO SOTER";10
"211110 SAO JOAO DOS PATOS";16
"211120 SAO JOSE DE RIBAMAR";265
"211125 SAO JOSE DOS BASILIOS";2
"211130 SAO LUIS";1527
"211140 SAO LUIS GONZAGA DO MARANHAO";12
"211150 SAO MATEUS DO MARANHAO";1
"211153 SAO PEDRO DA AGUA BRANCA";11
"211157 SAO PEDRO DOS CRENTES";2
"211160 SAO RAIMUNDO DAS MANGABEIRAS";6
"211170 SAO VICENTE FERRER";7
"211176 SENADOR LA ROCQUE";28
"211178 SERRANO DO MARANHAO";2
"211180 SITIO NOVO";8
"211195 SUCUPIRA DO RIACHAO";2
"211200 TASSO FRAGOSO";5
"211210 TIMBIRAS";18
"211220 TIMON";546
"211223 TRIZIDELA DO VALE";2
"211227 TUFILANDIA";5
"211230 TUNTUM";5
"211240 TURIACU";13
"211245 TURILANDIA";5
"211250 TUTOIA";28
"211260 URBANO SANTOS";8
"211270 VARGEM GRANDE";29
"211280 VIANA";53
"211285 VILA NOVA DOS MARTIRIOS";17
"211290 VITORIA DO MEARIM";21
"211400 ZE DOCA";10
"220010 AGRICOLANDIA";20
"220020 AGUA BRANCA";30
"220025 ALAGOINHA DO PIAUI";2
"220027 ALEGRETE DO PIAUI";3
"220030 ALTO LONGA";11
"220040 ALTOS";60
"220045 ALVORADA DO GURGUEIA";9
"220050 AMARANTE";27
"220060 ANGICAL DO PIAUI";10
"220070 ANISIO DE ABREU";1
"220080 ANTONIO ALMEIDA";2
"220090 AROAZES";2
"220095 AROEIRAS DO ITAIM";4
"220100 ARRAIAL";3
"220105 ASSUNCAO DO PIAUI";2
"220110 AVELINO LOPES";1
"220115 BAIXA GRANDE DO RIBEIRO";6
"220117 BARRA D'ALCANTARA";2
"220120 BARRAS";44
"220140 BARRO DURO";6
"220150 BATALHA";8
"220155 BELA VISTA DO PIAUI";1
"220157 BELEM DO PIAUI";1
"220160 BENEDITINOS";9
"220170 BERTOLINIA";6
"220173 BETANIA DO PIAUI";4
"220177 BOA HORA";3
"220180 BOCAINA";1
"220190 BOM JESUS";26
"220191 BOM PRINCIPIO DO PIAUI";2
"220194 BOQUEIRAO DO PIAUI";4
"220198 BREJO DO PIAUI";1
"220200 BURITI DOS LOPES";52
"220202 BURITI DOS MONTES";1
"220205 CABECEIRAS DO PIAUI";4
"220207 CAJAZEIRAS DO PIAUI";2
"220208 CAJUEIRO DA PRAIA";11
"220209 CALDEIRAO GRANDE DO PIAUI";1
"220210 CAMPINAS DO PIAUI";3
"220211 CAMPO ALEGRE DO FIDALGO";1
"220213 CAMPO GRANDE DO PIAUI";9
"220217 CAMPO LARGO DO PIAUI";7
"220220 CAMPO MAIOR";54
"220225 CANAVIEIRA";7
"220230 CANTO DO BURITI";12
"220240 CAPITAO DE CAMPOS";4
"220250 CARACOL";3
"220253 CARAUBAS DO PIAUI";1
"220255 CARIDADE DO PIAUI";1
"220260 CASTELO DO PIAUI";16
"220265 CAXINGO";9
"220270 COCAL";15
"220271 COCAL DE TELHA";1
"220272 COCAL DOS ALVES";2
"220273 COIVARAS";9
"220275 COLONIA DO GURGUEIA";8
"220280 CONCEICAO DO CANINDE";2
"220290 CORRENTE";4
"220310 CRISTINO CASTRO";18
"220320 CURIMATA";2
"220323 CURRAIS";3
"220325 CURRALINHOS";5
"220330 DEMERVAL LOBAO";28
"220335 DIRCEU ARCOVERDE";2
"220342 DOMINGOS MOURAO";2
"220345 DOM INOCENCIO";1
"220350 ELESBAO VELOSO";18
"220360 ELISEU MARTINS";8
"220370 ESPERANTINA";29
"220380 FLORES DO PIAUI";6
"220385 FLORESTA DO PIAUI";1
"220390 FLORIANO";57
"220400 FRANCINOPOLIS";1
"220410 FRANCISCO AYRES";1
"220415 FRANCISCO MACEDO";1
"220420 FRANCISCO SANTOS";8
"220430 FRONTEIRAS";1
"220435 GEMINIANO";4
"220440 GILBUES";12
"220450 GUADALUPE";7
"220460 HUGO NAPOLEAO";1
"220465 ILHA GRANDE";22
"220470 INHUMA";14
"220480 IPIRANGA DO PIAUI";8
"220490 ISAIAS COELHO";2
"220500 ITAINOPOLIS";3
"220510 ITAUEIRA";4
"220515 JACOBINA DO PIAUI";2
"220520 JAICOS";10
"220525 JARDIM DO MULATO";1
"220527 JATOBA DO PIAUI";2
"220530 JERUMENHA";9
"220535 JOAO COSTA";2
"220540 JOAQUIM PIRES";13
"220545 JOCA MARQUES";4
"220550 JOSE DE FREITAS";43
"220551 JUAZEIRO DO PIAUI";1
"220553 JUREMA";1
"220554 LAGOINHA DO PIAUI";4
"220555 LAGOA ALEGRE";6
"220557 LAGOA DE SAO FRANCISCO";2
"220558 LAGOA DO PIAUI";4
"220560 LANDRI SALES";3
"220570 LUIS CORREIA";56
"220580 LUZILANDIA";15
"220585 MADEIRO";3
"220590 MANOEL EMIDIO";3
"220595 MARCOLANDIA";9
"220600 MARCOS PARENTE";5
"220605 MASSAPE DO PIAUI";1
"220610 MATIAS OLIMPIO";8
"220620 MIGUEL ALVES";43
"220630 MIGUEL LEAO";1
"220635 MILTON BRANDAO";2
"220640 MONSENHOR GIL";7
"220650 MONSENHOR HIPOLITO";5
"220660 MONTE ALEGRE DO PIAUI";7
"220665 MORRO CABECA NO TEMPO";1
"220669 MURICI DOS PORTELAS";7
"220670 NAZARE DO PIAUI";6
"220672 NAZARIA";18
"220675 NOSSA SENHORA DE NAZARE";2
"220680 NOSSA SENHORA DOS REMEDIOS";12
"220690 NOVO ORIENTE DO PIAUI";3
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";9
"220710 OLHO D'AGUA DO PIAUI";2
"220720 PADRE MARCOS";2
"220735 PAJEU DO PIAUI";1
"220740 PALMEIRA DO PIAUI";3
"220750 PALMEIRAIS";25
"220760 PARNAGUA";1
"220770 PARNAIBA";354
"220775 PASSAGEM FRANCA DO PIAUI";5
"220777 PATOS DO PIAUI";4
"220779 PAU D'ARCO DO PIAUI";1
"220780 PAULISTANA";6
"220785 PAVUSSU";1
"220790 PEDRO II";11
"220800 PICOS";71
"220810 PIMENTEIRAS";1
"220820 PIO IX";2
"220830 PIRACURUCA";8
"220840 PIRIPIRI";38
"220850 PORTO";11
"220855 PORTO ALEGRE DO PIAUI";7
"220860 PRATA DO PIAUI";1
"220870 REDENCAO DO GURGUEIA";7
"220880 REGENERACAO";25
"220887 RIBEIRA DO PIAUI";2
"220890 RIBEIRO GONCALVES";3
"220900 RIO GRANDE DO PIAUI";3
"220910 SANTA CRUZ DO PIAUI";3
"220920 SANTA FILOMENA";2
"220930 SANTA LUZ";3
"220935 SANTANA DO PIAUI";3
"220937 SANTA ROSA DO PIAUI";1
"220940 SANTO ANTONIO DE LISBOA";2
"220945 SANTO ANTONIO DOS MILAGRES";5
"220970 SAO FRANCISCO DO PIAUI";3
"220980 SAO GONCALO DO PIAUI";5
"220985 SAO JOAO DA CANABRAVA";1
"220987 SAO JOAO DA FRONTEIRA";2
"220990 SAO JOAO DA SERRA";3
"220995 SAO JOAO DA VARJOTA";1
"220997 SAO JOAO DO ARRAIAL";2
"221000 SAO JOAO DO PIAUI";6
"221005 SAO JOSE DO DIVINO";2
"221010 SAO JOSE DO PEIXE";2
"221020 SAO JOSE DO PIAUI";5
"221030 SAO JULIAO";8
"221035 SAO LOURENCO DO PIAUI";1
"221037 SAO LUIS DO PIAUI";1
"221038 SAO MIGUEL DA BAIXA GRANDE";1
"221039 SAO MIGUEL DO FIDALGO";1
"221040 SAO MIGUEL DO TAPUIO";8
"221050 SAO PEDRO DO PIAUI";23
"221060 SAO RAIMUNDO NONATO";10
"221063 SEBASTIAO LEAL";2
"221065 SIGEFREDO PACHECO";3
"221070 SIMOES";1
"221080 SIMPLICIO MENDES";5
"221093 SUSSUAPARA";5
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";1523
"221110 UNIAO";62
"221120 URUCUI";16
"221130 VALENCA DO PIAUI";15
"221135 VARZEA BRANCA";1
"221140 VARZEA GRANDE";1
"221150 VERA MENDES";1
