2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/lerdorbr.def
RSI/WMSD
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110002 ARIQUEMES";-;-;-;-;-;2;-;2;-;4;1;1;10
"110003 CABIXI";-;-;-;-;-;-;-;-;-;1;-;-;1
"110004 CACOAL";3;4;6;1;6;7;4;2;4;1;1;1;40
"110005 CEREJEIRAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"110010 GUAJARA-MIRIM";-;-;-;-;1;-;-;-;-;-;-;-;1
"110012 JI-PARANA";3;-;-;-;-;1;2;-;1;2;1;-;10
"110015 OURO PRETO DO OESTE";-;-;-;-;1;4;1;-;-;-;-;-;6
"110018 PIMENTA BUENO";-;-;-;-;-;-;-;-;1;-;-;-;1
"110020 PORTO VELHO";1;3;4;-;5;4;29;5;1;1;-;-;53
"110028 ROLIM DE MOURA";1;-;-;-;-;1;2;9;1;3;-;-;17
"110030 VILHENA";-;2;1;2;-;-;-;1;-;1;1;-;8
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"110092 CHUPINGUAIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"110140 MONTE NEGRO";-;-;-;-;-;1;-;-;-;-;-;-;1
"110146 PIMENTEIRAS DO OESTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"110149 SAO FRANCISCO DO GUAPORE";-;-;-;-;-;1;-;-;-;1;-;-;2
"110150 SERINGUEIRAS";-;1;-;-;-;1;-;-;-;-;-;-;2
"110170 URUPA";-;-;-;-;-;-;-;-;-;-;-;2;2
"120001 ACRELANDIA";-;1;1;-;-;-;-;-;1;-;-;-;3
"120010 BRASILEIA";-;-;-;-;-;1;-;-;-;-;-;1;2
"120025 EPITACIOLANDIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"120030 FEIJO";-;-;-;-;-;1;-;-;1;-;1;-;3
"120033 MANCIO LIMA";-;-;-;-;-;-;-;1;-;-;-;-;1
"120038 PLACIDO DE CASTRO";-;-;-;-;-;-;-;-;-;1;-;-;1
"120040 RIO BRANCO";5;17;15;2;4;13;8;6;7;5;2;-;84
"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;1;-;1
"120045 SENADOR GUIOMARD";-;-;-;-;-;-;-;1;-;-;-;-;1
"120050 SENA MADUREIRA";-;-;-;-;-;1;-;-;1;-;-;-;2
"120070 XAPURI";-;-;-;3;1;1;-;-;-;-;-;-;5
"120080 PORTO ACRE";-;-;-;-;-;-;-;1;-;-;-;-;1
"130010 ANORI";-;1;-;-;-;-;-;-;-;-;-;-;1
"130030 AUTAZES";1;-;-;-;-;-;-;-;-;-;-;-;1
"130050 BARREIRINHA";3;-;-;-;-;-;-;1;2;-;-;-;6
"130068 BOA VISTA DO RAMOS";2;1;-;-;-;1;-;1;3;-;1;-;9
"130070 BOCA DO ACRE";-;-;1;-;-;-;-;-;-;-;-;-;1
"130080 BORBA";-;1;-;-;-;-;-;-;-;-;1;-;2
"130110 CAREIRO";-;-;-;-;-;-;-;-;-;-;2;-;2
"130160 FONTE BOA";1;-;-;-;-;-;-;-;-;-;-;-;1
"130170 HUMAITA";-;-;-;-;-;-;-;1;-;-;-;-;1
"130185 IRANDUBA";3;3;4;1;5;1;2;8;4;2;1;2;36
"130190 ITACOATIARA";-;-;-;-;-;-;1;1;-;1;2;-;5
"130210 JAPURA";1;-;-;-;-;-;-;-;-;-;-;1;2
"130240 LABREA";-;-;-;-;-;-;-;-;-;1;1;-;2
"130260 MANAUS";60;71;103;80;66;56;64;88;101;103;62;65;919
"130280 MARAA";-;-;-;-;-;-;-;-;-;-;-;1;1
"130310 NOVA OLINDA DO NORTE";-;-;-;-;-;-;-;-;-;-;1;-;1
"130420 TEFE";17;20;34;16;22;38;26;28;14;27;17;14;273
"140010 BOA VISTA";1;1;2;1;1;2;5;3;3;7;7;3;36
"140015 BONFIM";-;-;-;-;1;-;1;-;-;-;-;-;2
"140017 CANTA";-;-;-;-;-;-;-;-;-;1;-;-;1
"140023 CAROEBE";-;-;-;-;-;-;-;1;-;-;-;-;1
"140030 MUCAJAI";-;-;-;-;-;1;-;-;-;-;-;-;1
"140047 RORAINOPOLIS";1;-;-;-;-;-;-;-;-;1;1;-;3
"150013 ABEL FIGUEIREDO";-;-;-;-;-;-;-;-;1;-;-;-;1
"150030 AFUA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150034 AGUA AZUL DO NORTE";1;-;-;-;-;-;-;-;-;-;-;-;1
"150080 ANANINDEUA";-;-;1;-;-;-;4;3;2;2;-;-;12
"150085 ANAPU";-;1;1;-;-;-;-;-;-;-;-;-;2
"150090 AUGUSTO CORREA";-;-;-;-;-;1;-;1;-;1;-;-;3
"150140 BELEM";-;7;6;1;6;9;6;20;20;7;2;-;84
"150172 BRASIL NOVO";-;-;-;-;-;-;-;-;-;-;1;-;1
"150178 BREU BRANCO";-;1;-;-;1;-;-;-;-;-;-;-;2
"150215 CANAA DOS CARAJAS";-;-;-;-;-;3;-;2;3;1;-;-;9
"150220 CAPANEMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"150240 CASTANHAL";-;-;-;-;-;-;1;-;-;-;-;-;1
"150270 CONCEICAO DO ARAGUAIA";-;-;-;1;-;-;-;-;1;2;-;-;4
"150295 ELDORADO DOS CARAJAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"150304 FLORESTA DO ARAGUAIA";-;-;-;-;-;1;1;1;-;-;-;-;3
"150360 ITAITUBA";-;-;-;-;-;-;-;-;-;1;-;-;1
"150410 MAGALHAES BARATA";-;1;1;-;-;-;-;-;-;-;-;1;3
"150420 MARABA";-;-;-;-;1;-;-;-;-;-;-;-;1
"150442 MARITUBA";-;-;-;-;-;-;3;-;1;-;-;-;4
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"150553 PARAUAPEBAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"150563 PICARRA";-;-;-;-;-;-;-;-;1;-;-;-;1
"150613 REDENCAO";-;-;-;-;-;1;-;-;-;-;-;1;2
"150618 RONDON DO PARA";-;-;-;-;-;-;1;-;-;-;-;-;1
"150635 SANTA BARBARA DO PARA";-;-;1;-;-;-;-;-;1;-;-;-;2
"150680 SANTAREM";-;-;-;-;1;-;1;1;-;1;-;-;4
"150715 SAO DOMINGOS DO ARAGUAIA";-;-;-;1;-;-;-;-;-;-;-;-;1
"150745 SAO GERALDO DO ARAGUAIA";-;-;-;1;-;-;-;-;1;-;-;-;2
"150795 TAILANDIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"150810 TUCURUI";5;17;14;5;12;6;3;6;8;5;2;-;83
"150815 URUARA";-;-;-;-;-;-;-;-;1;-;-;-;1
"150840 XINGUARA";-;-;-;-;-;-;-;-;-;-;1;-;1
"160030 MACAPA";3;9;12;-;-;1;4;5;1;-;-;-;35
"160060 SANTANA";-;2;-;-;1;-;-;-;-;1;-;-;4
"160070 TARTARUGALZINHO";-;-;-;-;-;-;-;-;-;-;3;-;3
"170030 AGUIARNOPOLIS";1;1;-;-;-;-;-;-;-;-;-;-;2
"170070 ALVORADA";-;1;-;-;-;-;-;-;1;-;1;-;3
"170100 ANANAS";-;-;-;-;-;-;-;-;4;-;-;-;4
"170130 ARAGOMINAS";-;-;1;-;-;1;-;1;1;1;-;-;5
"170210 ARAGUAINA";35;56;98;51;107;89;81;126;115;89;72;40;959
"170215 ARAGUANA";1;-;-;-;1;-;-;-;-;-;1;1;4
"170220 ARAGUATINS";-;-;-;-;-;-;-;-;-;-;4;-;4
"170230 ARAPOEMA";-;-;-;-;-;-;-;-;1;-;-;-;1
"170300 BABACULANDIA";-;1;-;1;1;-;-;1;-;-;-;-;4
"170305 BANDEIRANTES DO TOCANTINS";-;-;-;-;-;1;-;-;-;1;1;-;3
