2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/hantabr.def
Hantavirus
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110012 JI-PARANA";-;-;-;-;-;-;-;-;-;1;-;-;1
"110015 OURO PRETO DO OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110020 PORTO VELHO";1;-;1;-;-;-;-;-;-;-;-;-;2
"130370 SANTO ANTONIO DO ICA";-;-;-;1;-;-;-;-;-;-;-;-;1
"150060 ALTAMIRA";2;1;-;-;-;2;1;-;-;-;-;-;6
"150360 ITAITUBA";-;-;-;-;-;-;-;-;-;-;-;1;1
"150503 NOVO PROGRESSO";-;6;1;2;1;2;3;1;-;-;-;1;17
"150795 TAILANDIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"291005 DIAS D'AVILA";-;-;-;-;-;1;-;-;-;-;-;-;1
"310350 ARAGUARI";-;-;-;-;-;1;-;-;-;-;-;-;1
"310400 ARAXA";-;-;3;1;1;-;2;2;2;-;-;-;11
"311150 CAMPOS ALTOS";1;-;-;-;-;-;-;-;-;-;1;-;2
"311430 CARMO DO PARANAIBA";-;-;-;2;-;1;-;-;-;-;-;-;3
"311510 CASSIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"311860 CONTAGEM";-;-;-;-;-;-;-;-;-;1;-;-;1
"311930 COROMANDEL";-;-;-;-;-;-;-;1;-;-;-;-;1
"312160 DIAMANTINA";-;-;1;-;-;-;-;-;-;-;-;-;1
"312950 IBIA";-;-;-;2;-;-;-;-;-;-;-;-;2
"313160 IRAI DE MINAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"313370 ITATIAIUCU";-;-;1;-;-;-;-;-;-;-;-;-;1
"313440 ITURAMA";-;-;-;-;-;-;-;1;-;-;-;-;1
"313670 JUIZ DE FORA";-;-;-;-;-;-;1;-;-;-;-;-;1
"314310 MONTE CARMELO";-;-;-;-;1;-;-;-;-;-;-;-;1
